baseline,n_real,seed,actual,predicted,n
noise_aug,9999,16,healthy,healthy,8
noise_aug,9999,16,healthy,worn,0
noise_aug,9999,16,worn,healthy,3
noise_aug,9999,16,worn,worn,6
random_open_loop,9999,16,healthy,healthy,8
random_open_loop,9999,16,healthy,worn,0
random_open_loop,9999,16,worn,healthy,3
random_open_loop,9999,16,worn,worn,6
rule,9999,16,healthy,healthy,8
rule,9999,16,healthy,worn,0
rule,9999,16,worn,healthy,5
rule,9999,16,worn,worn,4
majority,9999,17,healthy,healthy,8
majority,9999,17,healthy,worn,0
majority,9999,17,worn,healthy,9
majority,9999,17,worn,worn,0
metadata_safe,9999,17,healthy,healthy,8
metadata_safe,9999,17,healthy,worn,0
metadata_safe,9999,17,worn,healthy,9
metadata_safe,9999,17,worn,worn,0
metadata_leaky_diagnostic,9999,17,healthy,healthy,8
metadata_leaky_diagnostic,9999,17,healthy,worn,0
metadata_leaky_diagnostic,9999,17,worn,healthy,0
metadata_leaky_diagnostic,9999,17,worn,worn,9
real_only,9999,17,healthy,healthy,8
real_only,9999,17,healthy,worn,0
real_only,9999,17,worn,healthy,3
real_only,9999,17,worn,worn,6
noise_aug,9999,17,healthy,healthy,8
noise_aug,9999,17,healthy,worn,0
noise_aug,9999,17,worn,healthy,3
noise_aug,9999,17,worn,worn,6
random_open_loop,9999,17,healthy,healthy,8
random_open_loop,9999,17,healthy,worn,0
random_open_loop,9999,17,worn,healthy,3
random_open_loop,9999,17,worn,worn,6
rule,9999,17,healthy,healthy,8
rule,9999,17,healthy,worn,0
rule,9999,17,worn,healthy,5
rule,9999,17,worn,worn,4
majority,9999,18,healthy,healthy,8
majority,9999,18,healthy,worn,0
majority,9999,18,worn,healthy,9
majority,9999,18,worn,worn,0
metadata_safe,9999,18,healthy,healthy,8
metadata_safe,9999,18,healthy,worn,0
metadata_safe,9999,18,worn,healthy,9
metadata_safe,9999,18,worn,worn,0
metadata_leaky_diagnostic,9999,18,healthy,healthy,8
metadata_leaky_diagnostic,9999,18,healthy,worn,0
metadata_leaky_diagnostic,9999,18,worn,healthy,0
metadata_leaky_diagnostic,9999,18,worn,worn,9
real_only,9999,18,healthy,healthy,8
real_only,9999,18,healthy,worn,0
real_only,9999,18,worn,healthy,3
real_only,9999,18,worn,worn,6
noise_aug,9999,18,healthy,healthy,8
noise_aug,9999,18,healthy,worn,0
noise_aug,9999,18,worn,healthy,3
noise_aug,9999,18,worn,worn,6
random_open_loop,9999,18,healthy,healthy,8
random_open_loop,9999,18,healthy,worn,0
random_open_loop,9999,18,worn,healthy,3
random_open_loop,9999,18,worn,worn,6
rule,9999,18,healthy,healthy,8
rule,9999,18,healthy,worn,0
rule,9999,18,worn,healthy,5
rule,9999,18,worn,worn,4
majority,9999,19,healthy,healthy,8
majority,9999,19,healthy,worn,0
majority,9999,19,worn,healthy,9
majority,9999,19,worn,worn,0
metadata_safe,9999,19,healthy,healthy,8
metadata_safe,9999,19,healthy,worn,0
metadata_safe,9999,19,worn,healthy,9
metadata_safe,9999,19,worn,worn,0
metadata_leaky_diagnostic,9999,19,healthy,healthy,8
metadata_leaky_diagnostic,9999,19,healthy,worn,0
metadata_leaky_diagnostic,9999,19,worn,healthy,0
metadata_leaky_diagnostic,9999,19,worn,worn,9
real_only,9999,19,healthy,healthy,8
real_only,9999,19,healthy,worn,0
real_only,9999,19,worn,healthy,3
real_only,9999,19,worn,worn,6
noise_aug,9999,19,healthy,healthy,8
noise_aug,9999,19,healthy,worn,0
noise_aug,9999,19,worn,healthy,3
noise_aug,9999,19,worn,worn,6
random_open_loop,9999,19,healthy,healthy,8
random_open_loop,9999,19,healthy,worn,0
random_open_loop,9999,19,worn,healthy,3
random_open_loop,9999,19,worn,worn,6
rule,9999,19,healthy,healthy,8
rule,9999,19,healthy,worn,0
rule,9999,19,worn,healthy,5
rule,9999,19,worn,worn,4
