method,n_real,n_syn,seed,class,f1
real_only,10,20,18,worn,0.7715736040609137
noise_aug,10,20,18,healthy,0.7867298578199052
noise_aug,10,20,18,worn,0.7715736040609137
rule,10,20,18,healthy,0.7813953488372093
rule,10,20,18,worn,0.7564766839378239
random_open_loop,10,20,18,healthy,0.64
random_open_loop,10,20,18,worn,0.0
LLM_synthetic,10,20,18,healthy,0.64
LLM_synthetic,10,20,18,worn,0.0
real_only,10,40,18,healthy,0.7867298578199052
real_only,10,40,18,worn,0.7715736040609137
noise_aug,10,40,18,healthy,0.782608695652174
noise_aug,10,40,18,worn,0.7761194029850746
rule,10,40,18,healthy,0.7850467289719626
rule,10,40,18,worn,0.7628865979381443
random_open_loop,10,40,18,healthy,0.7942583732057417
random_open_loop,10,40,18,worn,0.7839195979899497
LLM_synthetic,10,40,18,healthy,0.7757009345794392
LLM_synthetic,10,40,18,worn,0.7525773195876289
real_only,10,10,19,healthy,0.775
real_only,10,10,19,worn,0.6785714285714286
noise_aug,10,10,19,healthy,0.7698744769874477
noise_aug,10,10,19,worn,0.6745562130177515
rule,10,10,19,healthy,0.7782426778242678
rule,10,10,19,worn,0.6863905325443787
random_open_loop,10,10,19,healthy,0.7763713080168776
random_open_loop,10,10,19,worn,0.6900584795321637
LLM_synthetic,10,10,19,healthy,0.7698744769874477
LLM_synthetic,10,10,19,worn,0.6745562130177515
real_only,10,20,19,healthy,0.775
real_only,10,20,19,worn,0.6785714285714286
noise_aug,10,20,19,healthy,0.7711864406779662
noise_aug,10,20,19,worn,0.686046511627907
rule,10,20,19,healthy,0.7848101265822784
rule,10,20,19,worn,0.7017543859649122
random_open_loop,10,20,19,healthy,0.7948717948717948
random_open_loop,10,20,19,worn,0.7241379310344828
LLM_synthetic,10,20,19,healthy,0.773109243697479
LLM_synthetic,10,20,19,worn,0.6823529411764706
real_only,10,40,19,healthy,0.775
real_only,10,40,19,worn,0.6785714285714286
noise_aug,10,40,19,healthy,0.7777777777777778
noise_aug,10,40,19,worn,0.7011494252873564
rule,10,40,19,healthy,0.7796610169491526
rule,10,40,19,worn,0.6976744186046512
random_open_loop,10,40,19,healthy,0.7966101694915254
random_open_loop,10,40,19,worn,0.7209302325581395
LLM_synthetic,10,40,19,healthy,0.7815126050420168
LLM_synthetic,10,40,19,worn,0.6941176470588235
