method,class,feature,real_median,method_median,median_delta,robust_z_delta,relative_delta,hist_overlap
llm,worn,ch3_band5_frac,0.085251241,0.068187611,-0.017063631,-0.487082,-0.200157,0.402768
llm,worn,ch3_crest,1.1803263,1.1557759,-0.024550355,-0.459162,-0.020800,0.875433
llm,worn,ch3_kurtosis,3.8505793,3.3802752,-0.47030416,-0.327544,-0.122139,0.885813
llm,worn,ch3_rms,0.29155255,0.29137328,-0.00017926935,-0.004161,-0.000615,0.053633
llm,worn,ch3_skewness,0.6679819,0.69975663,0.031774721,0.054432,0.047568,0.522491
llm,worn,ch3_tooth_rms_cv,0.035931304,0.038469873,0.0025385698,0.241727,0.070651,0.564014
llm,worn,ch3_tpf_amp_ratio,0.033182067,0.025659973,-0.0075220936,-0.331110,-0.226692,0.581142
llm,worn,ch4_band0_frac,0.082662115,0.11167592,0.029013802,0.473732,0.350993,0.468685
llm,worn,ch4_band1_frac,0.18353008,0.19848723,0.014957146,0.128325,0.081497,0.463495
llm,worn,ch4_band2_frac,0.19056329,0.14711211,-0.043451173,-0.440743,-0.228014,0.420242
llm,worn,ch4_band3_frac,0.13366667,0.1893157,0.055649021,0.996244,0.416327,0.422145
llm,worn,ch4_band4_frac,0.23987085,0.28590041,0.046029568,0.363482,0.191893,0.330450
llm,worn,ch4_band5_frac,0.043851473,0.061080355,0.017228882,0.917939,0.392892,0.397232
llm,worn,ch4_crest,1.4638833,1.5551046,0.091221267,0.708135,0.062315,0.290657
llm,worn,ch4_kurtosis,3.1549548,3.4722896,0.31733478,0.641227,0.100583,0.759516
llm,worn,ch4_rms,0.22213867,0.22177189,-0.00036678318,-0.005497,-0.001651,0.057093
llm,worn,ch4_skewness,0.45879358,0.49455547,0.035761882,0.152146,0.077948,0.679585
llm,worn,ch4_tooth_rms_cv,0.092819776,0.099911861,0.0070920848,0.268602,0.076407,0.335640
llm,worn,ch4_tpf_amp_ratio,0.09969216,0.12258595,0.022893793,0.351382,0.229645,0.432526
llm,worn,ch5_band0_frac,0.10096725,0.12575992,0.02479267,0.243329,0.245552,0.549827
llm,worn,ch5_band1_frac,0.15848011,0.20481202,0.046331917,0.416241,0.292352,0.490830
llm,worn,ch5_band2_frac,0.20902555,0.16992655,-0.039099004,-0.255885,-0.187054,0.421972
llm,worn,ch5_band3_frac,0.12866466,0.14663899,0.017974332,0.334898,0.139699,0.496194
llm,worn,ch5_band4_frac,0.19493272,0.25183107,0.056898348,0.392108,0.291887,0.373702
llm,worn,ch5_band5_frac,0.038745999,0.049747014,0.011001015,0.438107,0.283926,0.523356
llm,worn,ch5_crest,1.4391154,1.4934013,0.054285843,0.358634,0.037722,0.307612
llm,worn,ch5_kurtosis,3.0646275,3.2681841,0.20355659,0.426891,0.066421,0.467128
llm,worn,ch5_rms,0.27141423,0.27075632,-0.00065790208,-0.008146,-0.002424,0.036332
llm,worn,ch5_skewness,0.46580583,0.54499297,0.07918713,0.321276,0.170000,0.366263
llm,worn,ch5_tooth_rms_cv,0.096988144,0.098065285,0.0010771415,0.033012,0.011106,0.432180
llm,worn,ch5_tpf_amp_ratio,0.083804966,0.12274214,0.038937171,0.700426,0.464617,0.328547
llm,worn,energy_frac_ch0,0.060060728,0.059999293,-6.1434948e-05,-0.007671,-0.001023,0.273356
llm,worn,energy_frac_ch1,0.91149112,0.92117054,0.0096794234,0.431554,0.010619,0.089965
llm,worn,energy_frac_ch2,0.01203369,0.014360197,0.0023265067,0.209267,0.193333,0.140138
